genome	module	desc	find	need	completeness
A2O.108	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.102	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	6	7	85.71
A2O.89	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.92	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.64	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.73	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.148	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.30	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.156	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.51	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.20	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.151	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.130	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.79	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.78	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.1	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.69	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.107	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	7	7	100
A2O.140	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.136	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.9	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.77	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.26	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.134	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.153	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.106	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.57	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.111	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.101	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.24	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.4	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.87	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.53	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.5	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	6	7	85.71
A2O.48	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.121	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.47	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.69	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.21	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.125	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.24	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.123	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.132	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.65	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.84	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.86	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.11	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.31	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	6	7	85.71
A2O.58	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.15	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.8	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.28	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.50	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.95	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.16	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	6	7	85.71
AO.49	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.42	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.13	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	7	7	100
A2O.40	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.46	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.67	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.57	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.115	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.142	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.13	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.65	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.41	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.77	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.74	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.12	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.20	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.56	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.40	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.74	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.78	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.35	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.12	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.104	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.5	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	7	7	100
AO.67	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	6	7	85.71
AO.82	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.53	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.157	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.66	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.17	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.18	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.91	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
AO.23	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
AO.19	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	5	7	71.43
A2O.145	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.34	M00017	"Methionine biosynthesis, apartate => homoserine => methionine"	4	7	57.14
A2O.89	M00014	Glucuronate pathway (uronate pathway)	4	7	57.14
AO.74	M00014	Glucuronate pathway (uronate pathway)	4	7	57.14
A2O.1	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.75	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.129	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.72	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.116	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.95	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.39	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.97	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.52	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.62	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.83	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.98	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.52	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.79	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.126	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.93	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.76	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.30	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.113	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.81	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.85	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.114	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.50	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.122	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.44	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.59	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.88	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.32	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.11	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.97	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.32	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.17	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.10	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.9	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.14	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.22	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.133	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.25	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.99	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.117	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.26	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.128	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.27	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.88	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.96	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.86	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.92	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.56	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.120	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.105	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.14	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.66	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.94	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.146	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.139	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.70	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.118	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.46	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.28	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.21	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.72	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.108	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.102	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.60	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.89	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.92	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.34	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.64	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.73	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.148	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.156	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.80	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.51	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.91	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.71	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.20	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.151	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.130	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.79	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.112	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.69	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.75	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.107	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.140	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.63	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.9	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.77	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.26	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.134	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.153	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.106	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.39	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.57	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.82	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.111	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.101	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.24	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.4	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.87	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.6	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.53	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.5	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.109	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.48	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.121	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.47	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.21	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.73	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.24	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.123	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.132	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.48	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.100	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.65	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.29	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.55	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.84	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.37	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.19	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.81	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.11	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.93	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.31	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.58	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.8	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.28	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.18	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.90	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.50	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.95	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.16	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.49	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.42	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.13	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.40	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.46	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.67	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.57	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.54	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.115	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.142	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.13	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.158	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.65	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.41	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.77	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.74	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.12	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.90	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.56	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.40	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.127	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.78	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.35	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.12	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.104	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.5	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.67	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.82	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.42	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.53	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.66	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.17	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.37	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.18	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.91	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.33	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
AO.3	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.68	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.15	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.59	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.145	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.34	M00015	"Proline biosynthesis, glutamate => proline"	2	2	100
A2O.155	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
AO.8	M00015	"Proline biosynthesis, glutamate => proline"	1	2	50
A2O.1	M00018	"Threonine biosynthesis, aspartate => homoserine => threonine"	3	5	60
AO.75	M00018	"Threonine biosynthesis, aspartate => homoserine => threonine"	3	5	60
A2O.129	M00018	"Threonine biosynthesis, aspartate => homoserine => threonine"	5	5	100
A2O.72	M00018	"Threonine biosynthesis, aspartate => homoserine => threonine"	4	5	80
A2O.138	M00018	"Threonine biosynthesis, aspartate => homoserine => threonine"	5	5	100
A2O.116	M00018	"Threonine biosynthesis, aspartate => homoserine => threonine"	5	5	100
