node	description	type	module	module_descr	pathway	pathway_descr	node_type
C05973	2-Acyl-sn-glycero-3-phosphoethanolamine	NA	NA	NA	NA	NA	compound
R04374	trans-3-hydroxy-L-proline hydro-lyase (1-pyrroline-2-carboxylate-forming)	NA	NA	NA	map00330	Arginine and proline metabolism	reaction
C03564	1-Pyrroline-2-carboxylate	NA	NA	NA	NA	NA	compound
C05147	trans-3-Hydroxy-L-proline	NA	NA	NA	NA	NA	compound
R06338	(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)	NA	NA	NA	map00904	Diterpenoid biosynthesis	reaction
C11868	Gibberellin A34	NA	NA	NA	NA	NA	compound
R11750	Itaconate <=> 2-Hydroxyparaconate	NA	NA	NA	map00660	C5-Branched dibasic acid metabolism	reaction
C21632	2-Hydroxyparaconate	NA	NA	NA	NA	NA	compound
R11751	Norcraugsodine + NADPH + H+ <=> Norbelladine + NADP+	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C16701	Norbelladine	NA	NA	NA	NA	NA	compound
C21634	Norcraugsodine	NA	NA	NA	NA	NA	compound
R07779	bromoxynil,NADPH:oxygen oxidoreductase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C04178	Bromoxynil	NA	NA	NA	NA	NA	compound
C16248	2,6-Dibromohydroquinone	NA	NA	NA	NA	NA	compound
R07778	naringenin, [reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating, aryl migration)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C12631	2-Hydroxy-2,3-dihydrogenistein	NA	NA	NA	NA	NA	compound
R00068	L-ascorbate:oxygen oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C05422	Dehydroascorbate	NA	NA	NA	NA	NA	compound
R07773	S-adenosyl-L-methionine:cobalt-precorrin-5B (C1)-methyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C11542	Cobalt-precorrin 6	NA	NA	NA	NA	NA	compound
C16243	Cobalt-precorrin 5B	NA	NA	NA	NA	NA	compound
R07772	cobalt-precorrin 5A acylhydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
R08275	Cyclophosphamide + NADPH + H+ + Oxygen <=> 4-Hydroxycyclophosphamide + NADP+ + H2O	NA	NA	NA	map00982	Drug metabolism - cytochrome P450	reaction
C07643	4-Hydroxycyclophosphamide	NA	NA	NA	NA	NA	compound
C07888	Cyclophosphamide	NA	NA	NA	NA	NA	compound
R07770	ATP + (R)-Lipoate <=> Diphosphate + Lipoyl-AMP	NA	NA	NA	map01100	Metabolic pathways	reaction
C16238	Lipoyl-AMP	NA	NA	NA	NA	NA	compound
R07776	biochanin A,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3'-hydroxylating)	NA	NA	NA	map00943	Isoflavonoid biosynthesis	reaction
C00814	Biochanin A	NA	NA	NA	NA	NA	compound
C10520	Pratensein	NA	NA	NA	NA	NA	compound
R08271	Tamoxifen + NADPH + Oxygen + H+ <=> alpha-Hydroxytamoxifen + NADP+ + H2O	NA	NA	NA	map00982	Drug metabolism - cytochrome P450	reaction
C16544	alpha-Hydroxytamoxifen	NA	NA	NA	NA	NA	compound
R08270	N-Desmethyltamoxifen + NADPH + Oxygen + H+ <=> Endoxifen + NADP+ + H2O	NA	NA	NA	map00982	Drug metabolism - cytochrome P450	reaction
R03069	(2R,3S)-2,3-dimethylmalate hydro-lyase (dimethylmaleate-forming)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C00922	2,3-Dimethylmaleate	NA	NA	NA	NA	NA	compound
C03652	(2R,3S)-2,3-Dimethylmalate	NA	NA	NA	NA	NA	compound
R03062	Cephalosporin-C acetylhdrolase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C00916	Cephalosporin C	Antibiotics	NA	NA	NA	NA	compound
C03112	Deacetylcephalosporin C	NA	NA	NA	NA	NA	compound
R03067	(7,8-dihydropterin-6-yl)methyl diphosphate:4-aminobenzoate 2-amino-4-hydroxy-7,8-dihydropteridine-6-methenyltransferase	NA	M00126	Tetrahydrofolate biosynthesis, GTP => THF	map01100	Metabolic pathways	reaction
C00568	4-Aminobenzoate	NA	NA	NA	NA	NA	compound
C00921	Dihydropteroate	NA	NA	NA	NA	NA	compound
C04807	6-Hydroxymethyl-7,8-dihydropterin diphosphate	NA	NA	NA	NA	NA	compound
R03066	6-(hydroxymethyl)-7,8-dihydropterin:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase	NA	M00126	Tetrahydrofolate biosynthesis, GTP => THF	map01100	Metabolic pathways	reaction
R03064	acetyl-CoA:deacetylcephalosporin-C O-acetyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R08933	S-adenosyl-L-methionine:dTDP-4-oxo-2,6-dideoxy-D-allose 3-C-methyltransferase	NA	M00798	dTDP-L-mycarose biosynthesis	map01130	Biosynthesis of antibiotics	reaction
C18035	dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose	NA	NA	NA	NA	NA	compound
R00440	polyribonucleotide:phosphate cytidylyltransferase	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
R00441	GTP:RNA guanylyltransferase (DNA-directed)	NA	NA	NA	map01100	Metabolic pathways	reaction
R00442	CTP:RNA cytidylyltransferase (DNA-directed)	NA	NA	NA	map01100	Metabolic pathways	reaction
R00443	UTP:RNA uridylyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R00446	L-lysine:NAD+ 6-oxidoreductase (deaminating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R00448	L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C01028	N6-Hydroxy-L-lysine	NA	NA	NA	NA	NA	compound
R08944	acetyl-[acyl-carrier-protein]: malonate S-[acyl-carrier-protein]transferase	NA	NA	NA	NA	NA	reaction
C00383	Malonate	Organic acids	NA	NA	NA	NA	compound
C01209	Malonyl-[acyl-carrier protein]	NA	NA	NA	NA	NA	compound
C03939	Acetyl-[acyl-carrier protein]	NA	NA	NA	NA	NA	compound
R06428	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose hydro-lyase (dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose-forming)	NA	NA	NA	NA	NA	reaction
C11907	dTDP-4-oxo-6-deoxy-D-glucose	NA	NA	NA	NA	NA	compound
C11930	dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose	NA	NA	NA	NA	NA	compound
R06420	(+)-Pulegone reductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C11952	(+)-Isomenthone	NA	NA	NA	NA	NA	compound
R06421	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-terpineol-forming]	NA	NA	NA	map01100	Metabolic pathways	reaction
C11393	(-)-alpha-Terpineol	NA	NA	NA	NA	NA	compound
C09844	1,8-Cineole	NA	NA	NA	NA	NA	compound
R06422	(-)-alpha-Terpineol <=> 1,8-Cineole	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
R06427	S-adenosyl-L-methionine:dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose 3-N,N-dimethyltransferase	NA	M00797	dTDP-D-desosamine biosynthesis	map01130	Biosynthesis of antibiotics	reaction
C11910	dTDP-3-amino-3,4,6-trideoxy-D-glucose	NA	NA	NA	NA	NA	compound
C11911	dTDP-D-desosamine	NA	NA	NA	NA	NA	compound
R02331	ATP:dUDP phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C01346	dUDP	Nucleic acids	NA	NA	NA	NA	compound
R02332	dUTP:uridine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R02333	Chitin amidohydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
C00461	Chitin	NA	NA	NA	NA	NA	compound
R02334	[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
R02335	UDP-N-acetyl-D-glucosamine:chitin 4-beta-N-acetylglucosaminyl-transferase	NA	NA	NA	map00520	Amino sugar and nucleotide sugar metabolism	reaction
R11699	S-adenosyl-L-methionine:(1H-Indol-3-yl)-N-methylmethanamine N-methyltransferase	NA	NA	NA	NA	NA	reaction
C08304	Gramine	NA	NA	NA	NA	NA	compound
C21602	(1H-Indol-3-yl)-N-methylmethanamine	NA	NA	NA	NA	NA	compound
R05506	Benzoylacetyl-CoA + CoA <=> Benzoyl-CoA + Acetyl-CoA	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C07118	Benzoylacetyl-CoA	NA	NA	NA	NA	NA	compound
R08940	acyl-[acyl-carrier protein]:S-adenosyl-L-methionine acyltranserase (lactone-forming, methylthioadenosine-releasing)	NA	NA	NA	map01100	Metabolic pathways	reaction
C18049	N-Acyl-L-homoserine lactone	NA	NA	NA	NA	NA	compound
C07073	Lidocaine	NA	NA	NA	NA	NA	compound
R08293	Lidocaine <=> Monoethylglycinexylidide	NA	NA	NA	map00982	Drug metabolism - cytochrome P450	reaction
C16561	Monoethylglycinexylidide	NA	NA	NA	NA	NA	compound
R08943	pregnenolone,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
C18038	7alpha-Hydroxypregnenolone	NA	NA	NA	NA	NA	compound
R05815	cobyrinate:L-glutamine amido-ligase (ADP-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C05773	Cobyrinate	NA	NA	NA	NA	NA	compound
C06504	Cob(II)yrinate a,c diamide	NA	NA	NA	NA	NA	compound
R09513	methanesulfonate,NADH:oxygen oxidoreductase	NA	NA	NA	map00920	Sulfur metabolism	reaction
C11145	Methanesulfonic acid	NA	NA	NA	NA	NA	compound
R00861	hydrogen-sulfide:acceptor oxidoreductase	NA	M00596	Dissimilatory sulfate reduction, sulfate => H2S	map01100	Metabolic pathways	reaction
R00866	ATP:D-fructose 1-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R00867	ATP:D-fructose 6-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R05812	cobalt-precorrin-6B:NAD+ oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C11543	Cobalt-dihydro-precorrin 6	NA	NA	NA	NA	NA	compound
R09516	calcidiol,adrenodoxin:oxygen oxidoreductase (24-hydroxylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
C07712	Secalciferol	NA	NA	NA	NA	NA	compound
R09518	methane,quinol:oxygen oxidoreductase	NA	M00174	Methane oxidation, methanotroph, methane => formaldehyde	map01100	Metabolic pathways	reaction
C01438	Methane	NA	NA	NA	NA	NA	compound
R00868	D-Mannitol:NAD+ 2-oxidoreductase	NA	NA	NA	map00051	Fructose and mannose metabolism	reaction
C00392	Mannitol	Carbohydrates	NA	NA	NA	NA	compound
R05818	15,16-dihydrobiliverdin:ferredoxin oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C11630	15,16-Dihydrobiliverdin	NA	NA	NA	NA	NA	compound
R05819	(3Z)-phycoerythrobilin:ferredoxin oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C05912	(3Z)-Phycoerythrobilin	NA	NA	NA	NA	NA	compound
R04143	ATP:S5-methyl-5-thio-D-ribose 1-phosphotransferase	NA	M00034	Methionine salvage pathway	map01100	Metabolic pathways	reaction
C03089	5-Methylthio-D-ribose	NA	NA	NA	NA	NA	compound
R04144	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)	NA	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	map01100	Metabolic pathways	reaction
C03090	5-Phosphoribosylamine	NA	NA	NA	NA	NA	compound
C03838	5'-Phosphoribosylglycinamide	NA	NA	NA	NA	NA	compound
R04147	Isopenicillin N <=> Penicillin N	NA	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C	map01100	Metabolic pathways	reaction
C06564	Penicillin N	NA	NA	NA	NA	NA	compound
R04148	Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase	NA	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	map01100	Metabolic pathways	reaction
R05508	Lactoyl-CoA + Acetate <=> (S)-Lactate + Acetyl-CoA	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C00827	Lactoyl-CoA	NA	NA	NA	NA	NA	compound
R03889	2-Aminomuconate semialdehyde:NAD+ 6-oxidoreductase	NA	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	map01100	Metabolic pathways	reaction
R03887	2-aminomuconate aminohydrolase	NA	NA	NA	map00380	Tryptophan metabolism	reaction
R05766	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-beta-pinene-forming]	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C06307	(-)-beta-Pinene	NA	NA	NA	NA	NA	compound
R05765	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-pinene-forming]	NA	NA	NA	map01100	Metabolic pathways	reaction
C06308	(-)-alpha-Pinene	NA	NA	NA	NA	NA	compound
R05768	GDP-mannose:3-phosphoglycerate 3-a-D-mannosyltransferase	NA	NA	NA	map00051	Fructose and mannose metabolism	reaction
C00197	3-Phospho-D-glycerate	NA	NA	NA	NA	NA	compound
C11516	2-(alpha-D-Mannosyl)-3-phosphoglycerate	NA	NA	NA	NA	NA	compound
R10344	7,8-dihydroneopterin 2',3'-cyclic phosphate 3'-phosphodiesterase	NA	NA	NA	map01100	Metabolic pathways	reaction
C20567	7,8-Dihydroneopterin 2',3'-cyclic phosphate	NA	NA	NA	NA	NA	compound
R10345	7,8-dihydroneopterin 2',3'-cyclic phosphate 2'-phosphodiesterase	NA	NA	NA	map01100	Metabolic pathways	reaction
C20566	7,8-Dihydroneopterin 2'-phosphate	NA	NA	NA	NA	NA	compound
R10831	G00711 + H2O <=> G10008 + N-Acetyl-D-glucosamine	NA	NA	NA	map00531	Glycosaminoglycan degradation	reaction
R10341	dimethylallyl-diphosphate:verruculogen dimethylallyl-O-transferase	NA	M00786	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	map01130	Biosynthesis of antibiotics	reaction
C20564	Fumitremorgin A	NA	NA	NA	NA	NA	compound
R02936	(S)-Ureidoglycolate:NADP+ oxidoreductase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C00802	Oxalureate	NA	NA	NA	NA	NA	compound
R02937	carbamoyl-phosphate:oxamate carbamoyltransferase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C01444	Oxamate	NA	NA	NA	NA	NA	compound
R02935	(S)-ureidoglycolate:NAD+ oxidoreductase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
R10838	UMP:phosphate (5-phospho-alpha-D-ribosyl)transferase	NA	NA	NA	NA	NA	reaction
C00106	Uracil	Nucleic acids	NA	NA	NA	NA	compound
R02933	L-Gulono-1,4-lactone lactonohydrolase	NA	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	map01100	Metabolic pathways	reaction
R10348	GTP 7,8-8,9-dihydrolase (cyclizing, formate-releasing, diphosphate-releasing)	NA	NA	NA	map01100	Metabolic pathways	reaction
R10349	Geranylgeranyl diphosphate + Indoleglycerol phosphate <=> 3-Geranylgeranylindole + D-Glyceraldehyde 3-phosphate + Diphosphate	NA	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline	map01100	Metabolic pathways	reaction
C03506	Indoleglycerol phosphate	NA	NA	NA	NA	NA	compound
C20525	3-Geranylgeranylindole	NA	NA	NA	NA	NA	compound
R00816	catechol:oxygen 2,3-oxidoreductase (decyclizing)	NA	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	map01100	Metabolic pathways	reaction
C00090	Catechol	NA	NA	NA	NA	NA	compound
R00815	phenol,NADPH:oxogen oxidoreductase (2-hydroxylating)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
R09506	thioredoxin:(5Z,9alpha,11alpha,13E,15S)-9,11-epidioxy-15-hydroxy-prosta-5,13-dienoate oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C21284	Fe-coproporphyrin III	NA	NA	NA	NA	NA	compound
R12001	12,18-Didecarboxysiroheme <=> Fe-coproporphyrin III	NA	M00847	Heme biosynthesis, archaea, siroheme => heme	map01110	Biosynthesis of secondary metabolites	reaction
C21835	12,18-Didecarboxysiroheme	NA	NA	NA	NA	NA	compound
R12000	siroheme carboxy-lyase	NA	M00847	Heme biosynthesis, archaea, siroheme => heme	map01110	Biosynthesis of secondary metabolites	reaction
C00748	Siroheme	NA	NA	NA	NA	NA	compound
R00811	protein-Npi-phospho-L-histidine:sugar phosphotransferase	NA	NA	NA	map00500	Starch and sucrose metabolism	reaction
C16688	Sucrose 6-phosphate	NA	NA	NA	NA	NA	compound
R00277	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)	NA	NA	NA	map01100	Metabolic pathways	reaction
C00647	Pyridoxamine phosphate	NA	NA	NA	NA	NA	compound
R00274	glutathione:hydrogen-peroxide oxidoreductase	NA	NA	NA	map00480	Glutathione metabolism	reaction
R00271	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)	NA	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	map01100	Metabolic pathways	reaction
C01251	(R)-2-Hydroxybutane-1,2,4-tricarboxylate	NA	NA	NA	NA	NA	compound
R02681	indole-3-acetaldehyde:oxygen oxidoreductase	NA	NA	NA	map00380	Tryptophan metabolism	reaction
C00637	Indole-3-acetaldehyde	NA	NA	NA	NA	NA	compound
C00954	Indole-3-acetate	NA	NA	NA	NA	NA	compound
R02685	(3S)-3-hydroxyacyl-CoA hydro-lyase	NA	M00085	Fatty acid biosynthesis, elongation, mitochondria	map00062	Fatty acid elongation	reaction
C00658	trans-2,3-Dehydroacyl-CoA	NA	NA	NA	NA	NA	compound
R02687	1,2-diacyl-sn-glycerol acylhydrolase	NA	M00098	Acylglycerol degradation	map01100	Metabolic pathways	reaction
C01885	1-Acylglycerol	Lipids	NA	NA	NA	NA	compound
R08060	Formylmethanofuran + H2O <=> Formate + Methanofuran	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
R05364	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate acylhydrolase	NA	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	map01120	Microbial metabolism in diverse environments	reaction
C02632	2-Methylpropanoate	NA	NA	NA	NA	NA	compound
C06582	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate	NA	NA	NA	NA	NA	compound
R04801	carotenoid beta-end group lyase (decyclizing)	NA	NA	NA	map00906	Carotenoid biosynthesis	reaction
C05434	beta-Zeacarotene	NA	NA	NA	NA	NA	compound
R07093	chloroacetyl-chloride:glutathione S-chloroacetyltransferase	NA	NA	NA	map00980	Metabolism of xenobiotics by cytochrome P450	reaction
C14859	Chloroacetyl chloride	NA	NA	NA	NA	NA	compound
C14864	S-(2-Chloroacetyl)glutathione	NA	NA	NA	NA	NA	compound
R09053	3-vinylbacteriochlorophyllide a:ferredoxin 7,8-oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C18152	3-Vinylbacteriochlorophyllide a	NA	NA	NA	NA	NA	compound
R12081	(2S)-3-(4-hydroxyphenyl)-2-isocyanopropanoate,2-oxoglutarate:oxygen oxidoreductase	NA	NA	NA	NA	NA	reaction
C21889	(2S)-3-(4-Hydroxyphenyl)-2-isocyanopropanoate	NA	NA	NA	NA	NA	compound
C21891	(2E)-3-(4-Hydroxyphenyl)-2-isocyanoprop-2-enoate	NA	NA	NA	NA	NA	compound
R02570	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase	NA	M00009	Citrate cycle (TCA cycle, Krebs cycle)	map00020	Citrate cycle (TCA cycle)	reaction
C16254	[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine	NA	NA	NA	NA	NA	compound
R12085	acetyl-CoA:L-glutamate-5-semialdehyde N-acetyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C01165	L-Glutamate 5-semialdehyde	NA	NA	NA	NA	NA	compound
C01250	N-Acetyl-L-glutamate 5-semialdehyde	NA	NA	NA	NA	NA	compound
R12084	ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing, vanadium-dependent)	NA	M00175	Nitrogen fixation, nitrogen => ammonia	map01100	Metabolic pathways	reaction
C00697	Nitrogen	NA	NA	NA	NA	NA	compound
R12088	UDP-alpha-D-glucose:phloretin 2'-O-D-glucosyltransferase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C00774	Phloretin	NA	NA	NA	NA	NA	compound
C01604	Phlorizin	NA	NA	NA	NA	NA	compound
R08686	S-thiohydroximoyl-L-cysteine thiohydroximate-lyase (deaminating	NA	NA	NA	NA	NA	reaction
C17261	Thiohydroximic acid	NA	NA	NA	NA	NA	compound
C17262	S-Alkyl-thiohydroximate	NA	NA	NA	NA	NA	compound
R08689	(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized ferredoxin oxidoreductase (hydrating)	NA	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	map01100	Metabolic pathways	reaction
R06301	(+)-copalyl-diphosphate diphosphate-lyase [cyclizing, abieta-7,13-diene-forming]	NA	NA	NA	map01100	Metabolic pathways	reaction
C11878	(-)-Abietadiene	NA	NA	NA	NA	NA	compound
C11901	Copalyl diphosphate	NA	NA	NA	NA	NA	compound
R01904	Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming)	NA	M00014	Glucuronate pathway (uronate pathway)	map01100	Metabolic pathways	reaction
C00312	L-Xylulose	Carbohydrates	NA	NA	NA	NA	compound
R01902	ATP:L-xylulose 1-phosphotransferase	NA	NA	NA	map00040	Pentose and glucuronate interconversions	reaction
C06441	L-Xylulose 1-phosphate	NA	NA	NA	NA	NA	compound
R01900	isocitrate hydro-lyase (cis-aconitate-forming)	NA	M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01100	Metabolic pathways	reaction
R01901	ATP:L-xylulose 5-phosphotransferase	NA	NA	NA	map00040	Pentose and glucuronate interconversions	reaction
C03291	L-Xylulose 5-phosphate	NA	NA	NA	NA	NA	compound
R06309	taxa-4(20),11-dien-5alpha-yl acetate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (10beta-hydroxylating)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C11896	Taxa-4(20),11(12)-dien-5alpha-yl acetate	NA	NA	NA	NA	NA	compound
C11898	Taxa-4(20),11(12)-dien-5alpha-acetoxy-10beta-ol	NA	NA	NA	NA	NA	compound
R06308	taxa-4(20),11-dien-5alpha-ol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (13alpha-hydroxylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
C11895	Taxa-4(20),11(12)-dien-5alpha-ol	NA	NA	NA	NA	NA	compound
C11897	Taxa-4(20),11(12)-dien-5alpha,13alpha-diol	NA	NA	NA	NA	NA	compound
R01908	oxalyl-CoA carboxy-lyase (formyl-CoA-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C00313	Oxalyl-CoA	NA	NA	NA	NA	NA	compound
C00798	Formyl-CoA	NA	NA	NA	NA	NA	compound
R01909	ATP:pyridoxine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R01658	Dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase	NA	M00364	C10-C20 isoprenoid biosynthesis, bacteria	map01100	Metabolic pathways	reaction
R01305	2,4'-dihydroxyacetophenone oxidoreductase (C-C-bond-cleaving)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C13635	4-Hydroxyphenacyl alcohol	NA	NA	NA	NA	NA	compound
R01300	4-hydroxybenzoate:CoA ligase (AMP-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
R01301	4-Hydroxybenzoyl-CoA hydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
R07430	6-Oxocampestanol,NADPH:brassinosteroid C22alpha-hydroxylase	NA	NA	NA	map01100	Metabolic pathways	reaction
C15789	6-Oxocampestanol	NA	NA	NA	NA	NA	compound
C15790	Cathasterone	NA	NA	NA	NA	NA	compound
R07431	6-Deoxo-cathasterone:brassinosteroid C23alpha-hydroxylase	NA	NA	NA	map01100	Metabolic pathways	reaction
C15791	Teasterone	NA	NA	NA	NA	NA	compound
R07432	p-coumaroyl-CoA:quinate hydroxycinnamoyltransferase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C00296	Quinate	NA	NA	NA	NA	NA	compound
C12208	p-Coumaroyl quinic acid	NA	NA	NA	NA	NA	compound
R07433	5-O-caffeoylshikimic acid:shikimate hydroxycinnamoyltransferase	NA	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	map01100	Metabolic pathways	reaction
C00493	Shikimate	NA	NA	NA	NA	NA	compound
C10434	5-O-Caffeoylshikimic acid	NA	NA	NA	NA	NA	compound
R09323	G13057 + H2O <=> N-Acetyl-D-glucosamine + G13058	NA	NA	NA	map01100	Metabolic pathways	reaction
R09326	7,9,12-Decaketide intermediate 6 <=> 12-Deoxyaklanonic acid	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
